cif,sgnum
4111227,14
4111260,19
4111300,9
4111302,19
4111318,19
4111428,14
4111436,2
4111437,19
4111495,15
4111510,9
4111515,4
4111582,14
4111618,1
4111620,14
4111684,4
4111693,14
4111706,2
4111806,2
4111811,2
4111824,9
4111826,2
4111902,2
4112062,4
4112102,7
4112125,14
4112172,14
4112181,14
4112202,14
4112206,15
4112226,14
4112231,2
4112259,15
4112328,2
4112334,2
4112354,167
4112359,15
4112372,14
4112378,14
4112414,19
4112434,15
4112505,9
4112520,2
4112596,15
4112631,2
4112739,14
4112766,88
4112787,14
4112789,2
4112810,223
4112814,14
4112828,2
4112831,7
4112865,11
4112930,2
4112962,14
4112998,2
4112999,2
4113003,14
4113031,14
4113109,92
4113133,14
4113250,14
4113255,19
4113295,2
4113299,2
4113325,2
4113377,12
4113415,19
4113423,92
4113434,14
4113448,2
4113454,2
4113484,14
4113486,2
4113493,14
4113519,14
4113538,13
4113658,2
4113721,14
4113726,15
4113731,14
4113829,14
4113954,4
4113985,14
4114002,14
4114078,14
4114116,2
4114141,15
4114182,14
4114183,2
4114249,2
4114256,4
4114290,5
4114294,14
4114319,14
4114351,82
4114368,14
4114383,1
4114420,2
4114425,14
4114474,15
4114523,14
4114538,2
4114593,2
4114599,19
4114600,2
4114804,14
4114841,15
4114863,19
4114934,2
4114958,14
4115030,19
4115058,4
4115061,14
4115071,14
4115074,14
4115083,2
4115122,2
4115140,2
4115158,15
4115161,14
4115212,14
4115222,2
4115301,2
4115369,14
4115370,4
4115379,2
4115391,2
4115404,14
4115416,2
4115463,2
4115471,14
4115546,19
4115575,61
4115684,14
4115691,2
4115804,14
4115967,15
4115982,33
4115984,15
4116003,14
4116016,2
4116036,19
4116082,14
4116129,5
4116160,5
4116307,2
4116345,63
4116396,19
4116435,14
4116480,2
4116581,12
4116587,19
4116660,14
4116750,9
4116760,147
4116781,2
4116853,2
4116855,14
4116862,15
4116888,14
4116917,2
4116930,19
4116940,15
4117010,19
4117017,11
4117058,14
4117067,19
4117105,2
4117127,14
4117153,14
4117223,15
4117294,85
4117315,2
4117322,4
4117472,14
4117475,14
4117529,61
4117566,61
4117630,61
4117655,14
4117703,19
4117720,14
4117753,14
4117764,14
4117782,2
4117792,14
4117852,2
4117861,4
4117870,14
4117871,14
4117916,14
4117973,19
4118066,14
4118074,14
4118081,2
4118135,14
4118164,2
4118186,14
4118189,14
4118206,4
4118293,14
4118350,14
4118359,1
4118388,14
4118406,15
4118429,19
4118446,4
4118460,14
4118476,2
4118519,14
4118543,19
4118593,1
4118640,2
4118652,2
4118664,14
4118681,19
4118699,2
4118706,19
4118707,2
4118793,14
4118917,4
4118965,2
4118975,2
4118989,2
4119003,19
4119021,14
4119059,4
4119090,33
4119115,2
4119126,4
4119156,2
4119183,14
4119210,2
4119228,4
4119271,2
4119300,14
4119394,19
4119424,9
4119426,14
4119433,2
4119459,2
4119604,14
4119627,2
4119718,2
4119733,19
4119743,14
4119792,14
4119953,14
4119960,14
4119995,15
4120046,2
4120101,62
4120126,14
4120139,14
4120145,1
4120147,2
4120161,19
4120184,2
4120218,2
4120340,61
4120352,2
4120358,14
4120371,2
4120398,19
4120420,19
4120430,19
4120446,2
4120454,14
4120467,2
4120546,14
4120553,4
4120554,19
4120601,19
4120654,2
4120728,2
4120777,4
4120790,2
4120816,14
4120861,2
4120944,56
4121019,2
4121028,14
4121058,9
4121060,14
4121064,74
4121154,2
4121189,14
4121277,2
4121331,4
4121332,2
4121424,2
4121546,14
4121554,2
4121649,148
4121665,5
4121698,2
4121720,4
4121742,14
4121747,19
4121750,33
4121805,19
4121813,56
4121814,147
4121833,2
4121835,14
4121852,4
4121863,2
4121877,62
4121923,14
4121935,19
4121954,43
4121971,14
4122007,2
4122015,14
4122116,5
4122118,78
4122119,78
4122163,7
4122172,61
4122212,2
4122236,15
4122299,15
4122323,14
4122341,60
4122387,7
4122551,15
4122560,14
4122641,14
4122653,4
4122673,14
4122790,2
4122817,14
4122822,15
4122851,58
4122857,2
4122900,14
4122913,2
4122925,2
4122981,14
4122998,4
4123121,4
4123123,14
4123136,14
4123210,59
4123211,14
4123277,19
4123339,163
4123355,19
4123356,5
4123417,14
4123428,2
4123484,2
4123521,4
4123539,62
4123622,4
4123635,14
4123641,2
4123653,2
4123702,14
4123734,82
4123764,5
4123768,2
4123813,2
4123817,14
4123855,92
4123912,2
4124132,14
4124146,15
4124153,19
4124158,14
4124192,2
4124240,14
4124251,14
4124369,14
4124380,14
4124386,9
4124421,62
4124462,14
4124557,2
4124565,4
4124720,5
4124721,19
4124825,4
4124829,15
4124872,2
4124948,14
4124949,2
4125018,152
4125028,14
4125063,2
4125151,14
4125170,2
4125209,2
4125212,14
4125307,14
4125363,4
4300053,2
4300109,2
4300167,2
4300263,14
4300314,2
4300351,2
4300409,2
4300437,2
4300504,14
4300534,14
4300539,14
4300560,14
4300627,14
4300716,2
4300733,33
4300793,2
4300845,2
4300887,2
4300910,14
4301083,14
4301089,14
4301124,62
4301158,2
4301227,2
4301255,2
4301299,2
4301445,2
4301465,14
4301517,15
4301567,14
4301574,2
4301587,15
4301592,14
4301594,2
4301659,2
4301678,14
4301687,5
4301723,14
4301799,2
4301807,19
4301874,2
4301925,14
4301997,15
4302062,2
4302084,2
4302111,9
4302168,61
4302251,2
4302272,14
4302292,14
4302320,14
4302441,2
4302509,15
4302531,2
4302654,15
4302666,4
4302667,14
4302728,14
4302767,14
4302915,2
4302932,2
4302936,2
4302939,2
4303003,2
4303100,2
4303124,14
4303161,61
4303204,2
4303352,14
4303379,9
4303404,2
4303443,2
4303448,2
4303471,4
4303528,14
4303590,14
4303616,2
4303742,48
4303772,14
4303783,2
4303793,14
4303883,2
4303888,14
4303959,2
4304123,14
4304203,2
4304221,2
4304244,123
4304248,14
4304265,148
4304273,14
4304275,61
4304300,2
4304301,2
4304334,14
4304341,33
4304374,2
4304477,2
4304498,15
4304523,2
4304524,2
4304535,14
4304566,9
4304588,14
4304600,19
4304651,14
4304669,2
4304723,33
4304791,2
4304820,14
4304877,62
4304985,13
4305015,15
4305055,14
4305057,61
4305063,218
4305066,2
4305094,14
4305104,2
4305129,14
4305158,2
4305162,2
4305173,14
4305209,2
4305227,14
4305282,15
4305335,92
4305340,14
4305359,14
4305378,19
4305433,2
4305458,13
4305485,14
4305486,14
4305541,14
4305564,15
4305581,2
4305630,43
4305661,57
4305667,2
4305686,2
4305761,2
4305788,14
4305864,2
4305873,29
4305913,14
4305946,14
4306010,2
4306025,14
4306054,14
4306056,2
4306163,62
4306207,2
4306248,2
4306331,14
4306372,56
4306527,2
4306537,14
4306554,14
4306566,2
4306567,2
4306585,2
4306664,2
4306685,7
4306752,2
4306762,14
4306775,86
4306855,12
4306856,2
4306858,2
4306877,182
4306965,14
4306978,11
4306995,14
4307025,14
4307026,14
4307171,14
4307297,14
4307301,15
4307303,2
4307348,14
4307352,2
4307375,2
4307482,14
4307488,15
4307539,61
4307594,2
4307605,14
4307682,14
4307731,14
4307777,62
4307787,4
4307867,2
4307899,19
4307900,2
4307911,2
4307912,14
4307937,14
4308057,19
4308131,14
4308220,2
4308232,2
4308237,2
4308255,2
4308351,14
4308398,1
4308504,14
4308515,19
4308520,14
4308554,2
4308604,15
4308681,14
4308716,2
4308770,2
4308789,52
4308799,2
4308857,14
4308870,14
4308882,63
4308916,14
4308925,13
4308962,2
4309052,14
4309053,14
4309115,1
4309180,15
4309196,2
4309217,2
4309220,2
4309231,62
4309325,2
4309327,2
4309348,14
4309395,15
4309406,14
4309432,15
4309466,2
4309469,5
4309535,14
4309604,96
4309633,14
4309674,2
4309723,1
4309821,2
4309829,14
4309835,14
4309885,14
4309889,14
4309941,2
4309944,2
4309980,2
4309997,61
4310029,2
4310135,14
4310136,19
4310210,14
4310306,15
4310321,4
4310410,15
4310434,2
4310491,14
4310492,14
4310555,2
4310578,14
4310588,14
4310598,2
4310609,33
4310645,14
4310699,14
4310702,62
4310704,2
4310720,14
4310722,14
4310763,2
4310778,2
4310821,14
4310831,14
4310869,7
4311016,14
4311051,2
4311088,14
4311146,18
4311171,2
4311200,2
4311202,14
4311278,2
4311302,143
4311308,2
4311375,2
4311423,14
4311431,15
4311441,14
4311444,33
4311506,14
4311509,14
4311535,116
4311561,14
4311578,14
4311583,14
4311669,14
4311674,14
4311677,14
4311700,14
4311702,2
4311713,2
4311737,2
4311740,7
4311755,14
4311848,2
4311901,2
4311978,4
4311995,144
4312009,2
4312021,14
4312026,2
4312027,63
4312154,14
4312161,14
4312200,15
4312306,2
4312316,2
4312333,2
4312360,2
4312372,2
4312374,2
4312381,14
4312414,18
4312430,2
4312490,14
4312501,60
4312572,14
4312586,2
4312631,15
4312641,114
4312759,2
4312769,57
4312891,2
4312918,14
4312936,14
4313005,14
4313037,15
4313041,14
4313075,2
4313076,14
4313083,15
4313127,14
4313219,18
4313220,14
4313242,14
4313243,33
4313300,62
4313349,15
4313499,2
4313508,14
4313534,14
4313592,2
4313602,4
4313610,15
4313656,2
4313737,2
4313782,62
4313820,14
4313854,15
4313924,14
4313959,2
4314018,2
4314068,2
4314086,14
4314102,14
4314131,2
4314147,14
4314161,147
4314163,147
4314177,60
4314178,14
4314219,2
4314252,15
4314326,2
4314365,14
4314370,11
4314388,33
4314398,14
4314400,14
4314445,19
4314477,2
4314480,14
4314499,13
4314546,2
4314595,62
4314597,14
4314604,2
4314628,14
4314657,2
4314669,15
4314676,13
4314718,14
4314741,154
4314746,11
4314754,14
4314776,14
4314814,15
4314828,53
4314849,77
4314908,2
4314972,2
4314976,2
4314986,86
4314999,14
4315038,19
4315078,57
4315156,2
4315165,14
4315188,14
4315231,2
4315247,36
4315310,2
4315319,2
4315344,14
4315358,13
4315362,14
4315366,14
4315429,2
4315437,2
4315486,2
4315542,19
4315552,14
4315553,14
4315595,2
4315619,2
4315634,14
4315635,14
4315861,19
4315881,2
4315976,2
4316041,87
4316263,13
4316271,33
4316314,15
4316321,29
4316362,72
4316366,14
4316476,45
4316477,14
4316573,63
4316634,14
4316764,14
4316794,14
4316829,11
4316857,2
4316870,15
4316877,96
4316999,4
4317023,15
4317052,2
4317072,14
4317082,14
4317095,2
4317148,14
4317183,14
4317186,2
4317223,2
4317225,2
4317279,14
4317334,2
4317488,76
4317533,62
4317598,14
4317642,14
4317683,14
4317711,14
4317771,4
4317772,2
4317861,14
4317889,110
4317897,147
4317942,2
4317945,2
4317964,14
4317993,2
4317994,2
4318011,2
4318015,2
4318024,2
4318107,14
4318108,15
4318139,9
4318143,14
4318157,14
4318174,19
4318271,2
4318294,2
4318366,2
4318419,15
4318446,60
4318454,2
4318462,14
4318463,2
4318499,14
4318512,2
4318543,14
4318559,12
4318626,2
4318628,2
4318633,14
4318680,2
4318690,14
4318691,15
4318786,2
4318787,2
4318835,14
4318874,14
4318892,2
4318922,14
4318950,5
4318968,9
4318980,5
4318988,15
4318995,60
4319002,14
4319075,14
4319103,2
4319106,14
4319115,2
4319222,2
4319223,14
4319270,2
4319298,14
4319315,12
4319358,14
4319390,14
4319410,2
4319416,2
4319444,62
4319457,4
4319491,13
4319603,33
4319617,2
4319646,14
4319666,2
4319699,2
4319752,2
4319818,14
4319858,2
4319877,14
4319884,148
4319955,1
4320005,19
4320013,14
4320036,96
4320041,14
4320064,61
4320082,2
4320209,13
4320230,2
4320261,2
4320275,14
4320280,19
4320283,61
4320331,15
4320380,2
4320394,14
4320457,2
4320484,7
4320519,12
4320527,14
4320530,2
4320574,14
4320615,2
4320675,11
4320681,14
4320703,2
4320771,14
4320837,2
4320838,2
4320919,2
4320934,2
4320952,2
4320988,61
4321039,14
4321054,14
4321055,14
4321078,14
4321090,2
4321108,2
4321183,14
4321189,2
4321194,14
4321212,2
4321245,2
4321259,2
4321296,2
4321346,2
4321382,14
4321395,14
4321460,2
4321500,2
4321522,14
4321549,15
4321556,2
4321585,56
4321631,14
4321637,2
4321640,2
4321653,33
4321662,14
4321670,2
4321675,14
4321714,14
4321755,14
4321820,4
4321824,2
4321833,2
4321907,14
4321910,14
4321936,14
4321951,2
4321971,2
4321976,2
4322001,14
4322031,2
4322045,33
4322114,19
4322136,2
4322149,14
4322152,14
4322182,2
4322286,15
4322299,2
4322300,14
4322420,54
4322435,14
4322441,14
4322494,14
4322545,14
4322601,14
4322616,14
4322626,15
4322665,2
4322711,14
4322716,14
4322718,14
4322728,2
4322766,2
4322796,61
4322828,61
4322829,2
4322853,2
4322893,9
4322926,2
4322965,15
4322993,61
4323022,136
4323031,15
4323061,2
4323072,12
4323088,2
4323125,2
4323188,4
4323190,14
4323264,14
4323300,130
4323304,14
4323313,2
4323353,2
4323387,161
4323407,2
4323420,14
4323433,14
4323458,14
4323487,14
4323498,15
4323523,14
4323551,62
4323567,14
4323592,2
4323665,2
4323767,19
4323773,2
4323795,61
4323853,14
4323891,2
4323922,19
4323926,1
4324031,2
4324044,14
4324124,14
4324162,61
4324169,14
4324276,2
4324577,19
4324597,14
4324736,14
4324766,2
4324782,4
4324899,2
4324969,2
4324974,34
4325012,14
4325015,2
4325031,2
4325061,14
4325143,2
4325147,14
4325162,18
4325219,2
4325284,14
4325306,14
4325559,14
4325597,2
4325605,2
4325626,2
4325640,2
4325707,15
4325749,12
4325772,19
4325784,15
4325812,14
4325829,14
4325856,14
4326063,14
4326146,14
4326160,2
4326168,2
4326186,19
4326202,2
4326294,14
4326319,15
4326335,4
4326348,2
4326356,14
4326360,2
4326366,2
4326372,14
4326384,14
4326399,2
4326458,2
4326467,2
4326487,33
4326548,14
4326609,14
4326631,14
4326752,14
4326769,14
4326783,2
4326822,14
4326904,14
4326972,14
4327011,14
4327033,14
4327044,2
4327159,14
4327174,2
4327205,12
4327241,2
4327299,2
4327312,61
4327315,2
4327375,14
4327399,14
4327407,14
4327426,14
4327457,14
4327506,14
4327538,2
4327544,14
4327564,14
4327584,15
4327593,14
4327597,2
4327639,14
4327676,2
4327707,33
4327721,14
4327726,2
4327749,14
4327837,19
4327873,19
4327912,62
4327918,2
4327956,2
4327992,14
4328023,14
4328081,19
4328092,14
4328294,2
4328310,4
4328487,2
4328496,2
4328529,14
4328591,2
4328599,2
4328653,15
4328670,2
4328693,2
4328704,2
4328728,2
4328804,2
4328823,15
4328896,13
4328918,2
4328956,14
4329014,15
4329043,2
4329252,14
4329287,14
4329313,14
4329343,2
4329397,14
4329399,14
4329401,2
4329461,14
4329471,14
4329644,14
4329678,14
4329760,2
4329821,14
4329828,2
4329925,2
4329954,15
4329964,9
4329977,14
4330048,76
4330145,14
4330166,2
4330197,2
4330209,2
4330226,14
4330239,2
4330240,14
4330250,2
4330322,2
4330408,55
4330422,14
4330441,2
4330556,4
4330572,14
4330646,14
4330721,2
4330819,14
4330822,2
4330831,2
4330933,15
4330944,2
4330977,2
4330980,2
4330983,1
4331009,2
4331046,2
4331049,14
4331114,14
4331125,2
4331155,14
4331186,14
4331297,87
4331355,76
4331369,14
4331475,2
4331517,14
4331556,60
4331607,15
4331648,2
4331802,11
4331813,14
4331850,14
4331871,14
4331874,2
4331905,14
4331934,14
4331996,2
4332005,2
4332008,96
4332009,15
4332050,14
4332075,2
4332107,4
4332125,2
4332128,4
4332152,14
4332220,2
4332285,2
4332330,19
4332355,33
4332472,2
4332491,2
4332529,2
4332554,19
4332585,14
4332591,14
4332617,15
4332636,2
4332653,2
4332743,14
4332773,36
4332856,1
4332866,37
4332903,14
4332940,144
4332955,2
4332958,14
4332960,15
4332986,14
4332996,14
4332997,15
4333012,4
4333068,2
4333113,14
4333122,14
4333166,33
4333172,2
4333215,14
4333347,4
4333350,2
4333390,14
4333427,2
4333433,2
4333461,2
4333462,7
4333514,2
4333554,2
4333616,14
4333708,2
4333734,2
4333786,2
4333821,2
4333823,2
4333884,2
4333898,148
4333922,2
4333934,2
4333938,14
4333954,2
4333987,62
4334081,2
4334139,2
4334224,14
4334327,2
4334378,15
4334451,14
4334456,154
4334477,14
4334488,2
4334569,2
4334577,2
4334604,14
4334617,2
4334647,2
4334678,14
4334680,14
4334723,19
4334824,60
4334851,11
4334858,60
4334897,14
4334928,14
4334997,2
4335061,14
4335072,19
4335117,2
4335149,14
4335269,29
4335279,2
4335381,2
4335388,2
4335454,4
4335458,14
4335471,15
4335476,14
4335485,14
4335781,2
4335824,14
4335825,14
4335842,2
4335874,19
4335877,19
4335920,33
4335933,14
4335938,2
4336040,2
4336044,14
4336135,2
4336136,2
4336140,14
4336156,14
4336255,55
4336292,14
4336339,14
4336368,4
4336380,2
4336425,2
4336429,14
4336519,19
4336554,19
4336571,15
4336578,62
4336594,221
4336634,2
4336638,13
4336814,4
4336955,14
4336962,2
4337152,29
4337160,2
4337169,62
4337216,56
4337247,2
4337295,2
4337344,14
4337379,14
4337396,2
4337486,15
4337590,14
4337614,14
4337684,4
4337728,14
4337758,2
4337865,2
4337902,2
4337909,2
4337921,33
4338028,60
4338073,2
4338079,14
4338133,2
4338150,2
4338161,14
4338232,2
4338242,14
4338246,14
4338256,14
4338322,14
4338328,2
4338342,2
4338480,14
4338740,2
4338850,19
4338865,14
4338929,14
4338966,19
4339011,14
4339017,29
4339020,14
4339027,14
4339030,2
4339088,198
4339099,4
4339109,13
4339325,2
4339341,2
4339385,2
4339421,14
4339429,14
4339442,2
4339471,14
4339512,2
4339515,2
4339549,14
4339606,2
4339677,14
4339765,19
4339782,4
4339797,2
4339836,14
4339858,2
4339897,14
4339912,62
4339915,11
4339924,29
4339970,2
4340075,13
4340102,14
4340156,14
4340228,2
4340239,2
4340242,14
4340249,2
4340271,19
4340288,2
4340297,2
4340303,2
4340323,14
4340329,2
4340378,61
4340383,2
4340435,4
4340454,2
4340499,2
4340662,14
4340691,14
4340830,2
4340833,2
4340839,14
4340840,33
4340866,2
4340875,8
4340954,13
4340958,33
4340968,19
4341010,2
4341024,2
4341188,2
4341299,2
4341352,14
4341540,2
4341550,2
4341587,14
4341611,14
4341630,14
4341757,2
4341761,14
4341798,14
4341838,2
4341924,14
4341981,14
4342021,33
4342068,2
4342120,14
4342244,2
4342263,2
4342305,14
4342309,176
4342337,2
4342338,2
4342377,14
4342385,14
4342533,14
4342537,14
4342563,14
4342591,2
4342624,61
4342732,15
4342798,14
4342803,14
4342850,2
4342908,4
4342984,14
4343106,14
4343165,18
4343166,4
4343212,2
4343337,2
4343359,2
4343403,15
4343405,14
4343480,2
4343581,2
4343611,2
4343891,62
4343963,14
4344064,2
4344091,2
4344416,2
4344604,62
4344652,2
4344733,1
4344767,33
4344771,14
4344859,14
4344860,2
4344863,14
4344882,2
4344933,15
4344990,12
4345001,19
4345165,14
4345178,86
4345180,19
4500036,2
4500189,96
4500210,14
4500232,33
4500236,14
4500237,14
4500268,2
4500342,14
4500365,2
4500402,14
4500420,2
4500451,2
4500493,2
4500578,9
4500591,2
4500625,4
4500644,4
4500672,14
4500747,14
4500852,58
4500876,86
4500901,14
4500912,15
4500931,2
4500951,14
4500964,14
4500967,19
4500979,4
4500984,13
4500992,230
4501002,11
4501023,14
4501032,2
4501044,14
4501083,2
4501137,2
4501158,14
4501222,15
4501234,4
4501280,15
4501323,14
4501352,2
4501354,2
4501372,2
4501397,61
4501438,2
4501467,2
4501507,2
4501599,2
4501628,2
4501629,2
4501656,2
4501677,9
4501723,14
4501724,178
4501747,56
4501757,2
4501759,19
4501814,2
4501815,2
4501869,14
4501882,61
4501888,14
4501925,62
4501952,2
4501989,15
4502084,14
4502136,88
4502184,13
4502206,14
4502213,159
4502216,14
4502218,2
4502293,14
4502334,14
4502372,14
4502397,2
4502409,14
4502423,181
4502436,2
4502438,15
4502446,14
4502488,2
4502498,18
4502561,19
4502636,1
4502660,2
4502680,2
4502694,14
4502708,14
4502806,2
4502895,2
4502938,14
4502983,14
4503030,14
4503053,20
4503110,2
4503159,62
4503163,15
4503169,1
4503191,19
4503197,14
4503288,15
4503328,15
4503351,4
4503372,9
4503445,13
4503505,2
4503519,2
4503527,2
4503572,2
4503584,61
4503585,14
4503599,13
4503602,14
4503656,7
4503720,14
4503776,15
4503812,2
4503833,2
4503977,2
4504021,14
4504054,2
4504062,2
4504077,4
4504105,2
4504113,2
4504140,19
4504145,19
4504175,2
4504193,29
4504270,1
4504293,14
4504299,2
4504349,14
4504428,14
4504453,14
4504468,2
4504478,15
4504530,2
4504531,2
4504535,15
4504554,14
4504558,2
4504560,2
4504570,2
4504572,14
4504596,2
4504610,14
4504638,60
4504710,14
4504717,14
4504770,2
4504772,14
4504856,147
4504859,147
4504868,14
4504882,2
4504891,14
4504909,14
4504916,29
4504935,87
4504953,148
4504994,15
4505014,14
4505021,14
4505058,2
4505066,15
4505076,2
4505123,14
4505125,14
4505143,14
4505252,2
4505253,15
4505266,15
4505291,29
4505303,1
4505320,15
4505331,2
4505353,19
4505369,14
4505419,2
4505442,2
4505504,14
4505518,4
4505596,60
4505609,14
4505619,14
4505623,2
4505628,14
4505686,2
4505726,1
4505729,14
4505735,12
4505759,2
4505765,2
4505838,19
4505865,15
4505938,2
4505951,14
4505995,2
4506001,2
4506033,2
4506086,14
4506164,13
4506189,33
4506206,2
4506209,2
4506218,85
4506227,14
4506242,2
4506314,14
4506413,19
4506422,4
4506424,2
4506486,2
4506529,61
4506536,62
4506644,2
4506650,2
4506653,14
4506656,14
4506661,2
4506662,29
4506711,2
4506728,14
4506796,4
4506827,33
4506889,15
4506989,2
4506999,2
4507043,61
4507201,2
4507217,14
4507220,2
4507221,2
4507292,14
4507311,2
4507315,14
4507382,14
4507392,2
4507417,14
4507446,14
4507503,14
4507521,19
4507526,14
4507576,5
4507602,15
4507605,15
4507642,2
4507662,2
4507702,2
4507713,2
4507756,2
4507777,114
4507784,15
4507787,15
4507807,4
4507827,2
4507894,2
4507904,14
4507926,19
4507979,14
4507984,14
4508044,15
4508062,52
4508068,33
4508094,14
4508155,14
4508213,14
4508238,14
4508263,12
4508308,2
4508433,14
4508456,14
4508495,14
4508544,33
4508550,14
4508554,14
4508577,14
4508607,15
4508634,2
4508666,2
4508699,2
4508701,15
4508718,4
4508804,4
4508854,14
4508856,19
4508862,2
4508881,14
4508897,4
4508901,14
4508908,2
4508926,15
4508930,2
4508939,63
4508965,2
4508966,15
4508967,2
4508992,2
4508996,19
4509030,2
4509039,19
4509113,14
4509123,4
4509154,14
4509157,2
4509228,14
4509230,46
4509260,2
4509304,14
4509320,15
4509385,4
4509387,4
4509429,2
4509505,14
4509514,15
4509519,12
4509753,14
4509771,2
4509783,88
4509801,2
4509817,2
4509824,14
4509828,2
4509897,2
4509917,14
4509928,2
4509961,2
4509973,4
4509987,2
4510002,2
4510102,14
4510164,2
4510176,2
4510195,2
4510242,2
4510245,2
4510276,66
4510307,61
4510347,14
4510349,5
4510406,14
4510428,19
4510436,19
4510452,2
4510479,18
4510536,1
4510549,5
4510552,15
4510624,14
4510633,2
4510644,114
4510657,2
4510662,112
4510692,33
4510768,72
4510805,61
4510879,14
4510903,14
4510916,2
4510962,2
4510963,159
4511005,14
4511039,2
4511056,2
4511057,88
4511059,2
4511099,13
4511139,13
4511154,14
4511194,14
4511278,19
4511301,4
4511304,14
4511321,14
4511380,4
4511390,15
4511460,74
4511533,14
4511553,2
4511558,14
4511571,14
4511609,9
4511610,2
4511613,14
4511616,19
4511654,15
4511681,14
4511691,2
4511727,14
4511789,14
4511804,15
4511835,2
4511879,14
4511885,2
4512027,4
4512122,14
4512130,15
4512181,14
4512186,14
4512211,2
4512257,4
4512261,15
4512272,9
4512302,14
4512362,2
4512378,14
4512389,14
4512396,14
4512422,2
4512508,4
4512521,2
4512522,9
4512564,14
4512570,4
4512576,19
4512692,2
4512704,15
4512713,14
4512747,14
4512816,2
4512840,14
4512845,15
4512884,2
4512965,62
4512985,2
4513011,18
4513038,15
4513119,2
4513138,2
4513152,15
4513199,14
4513207,14
4513216,4
4513225,66
4513229,14
4513231,14
4513235,2
4513236,88
4513303,14
4513353,2
4513395,4
4513429,147
4513430,169
4513451,15
4513496,4
4513497,2
4513500,14
4513509,15
4513514,14
4513516,2
4513538,2
4513555,14
4513620,15
4513654,14
4513661,15
4513675,2
4513717,2
4513735,14
4513770,14
4513772,14
4513786,2
4513799,14
4513816,2
4513832,11
4513844,9
4513884,14
4513913,14
4513937,14
4514009,14
5000034,14
5000068,4
5000074,19
5000128,61
5000171,14
5000193,14
5000290,14
5000336,2
5000360,2
5000414,19
6000288,88
7000042,19
7000059,14
7000061,14
7000070,14
7000088,86
7000115,1
7000117,2
7000120,7
7000179,14
7000230,15
7000234,14
7000288,61
7000292,14
7000296,2
7000301,14
7000307,19
7000356,14
7000421,14
7000430,2
7000441,14
7000537,15
7000574,2
7000642,15
7000802,15
7000819,2
7000915,14
7000946,14
7001006,2
7001015,14
7001082,14
7001294,2
7001327,2
7001502,15
7001505,14
7001541,4
7001546,2
7001590,14
7001670,2
7001714,2
7001718,34
7001736,61
7001743,2
7001842,9
7001843,7
7001863,2
7001878,15
7001923,14
7001939,14
7001943,2
7001958,9
7001974,14
7002000,14
7002061,2
7002107,19
7002159,33
7002166,2
7002172,14
7002187,2
7002374,2
7002464,2
7002474,2
7002478,14
7002486,2
7002506,2
7002602,14
7002614,2
7002616,14
7002640,2
7002662,2
7002682,2
7002683,14
7002689,14
7002744,14
7002759,14
7002827,4
7002878,2
7002910,2
7002963,14
7002991,2
7003022,2
7003059,14
7003079,29
7003118,62
7003121,119
7003177,88
7003219,14
7003252,15
7003381,14
7003424,2
7003475,82
7003480,15
7003510,2
7003518,174
7003554,14
7003595,2
7003603,14
7003797,2
7003986,2
7003996,14
7004019,14
7004114,14
7004151,14
7004161,2
7004162,2
7004171,2
7004197,61
7004268,2
7004286,2
7004309,9
7004328,29
7004346,2
7004352,9
7004458,14
7004484,14
7004563,14
7004579,14
7004605,2
7004622,78
7004680,14
7004683,14
7004704,2
7004715,15
7004787,14
7004876,2
7004888,14
7004891,2
7004900,14
7004938,2
7004981,2
7005037,19
7005136,14
7005152,14
7005165,62
7005262,19
7005331,15
7005341,2
7005361,2
7005370,14
7005417,14
7005472,2
7005492,14
7005566,2
7005591,14
7005681,2
7005694,19
7005695,2
7005821,2
7005828,2
7005866,14
7005914,14
7005944,2
7006001,15
7006066,2
7006084,14
7006104,19
7006141,14
7006176,2
7006273,14
7006342,33
7006343,14
7006385,2
7006437,14
7006472,33
7006495,14
7006516,15
7006557,14
7006571,19
7006601,14
7006626,4
7006659,2
7006675,14
7006718,14
7006724,14
7006731,2
7006848,14
7006931,2
7006932,61
7006942,14
7006947,14
7006953,2
7006998,14
7006999,9
7007021,2
7007041,2
7007253,2
7007344,2
7007350,2
7007359,2
7007419,14
7007455,2
7007462,2
7007465,2
7007541,14
7007567,4
7007568,4
7007579,2
7007672,14
7007673,61
7007698,14
7007746,2
7007755,14
7007758,14
7007780,14
7007814,14
7007824,14
7007870,43
7007905,9
7007908,2
7007910,2
7007930,14
7007940,2
7008001,61
7008055,2
7008058,14
7008062,2
7008136,14
7008144,14
7008153,2
7008185,15
7008220,33
7008227,2
7008275,14
7008297,14
7008304,14
7008327,4
7008329,14
7008370,14
7008386,2
7008402,14
7008438,14
7008444,19
7008515,14
7008563,14
7008600,14
7008657,14
7008688,146
7008742,2
7008847,2
7008896,14
7008930,86
7008974,2
7008994,61
7009028,15
7009030,2
7009074,14
7009134,88
7009145,2
7009147,2
7009152,19
7009209,33
7009224,14
7009312,61
7009316,15
7009349,2
7009354,61
7009388,62
7009392,2
7009431,2
7009473,2
7009477,18
7009536,2
7009564,2
7009584,2
7009591,2
7009598,14
7009648,61
7009661,62
7009720,14
7009736,19
7009774,12
7009803,15
7009806,15
7009808,15
7009823,14
7009826,2
7009840,15
7009895,14
7009901,2
7009910,14
7009929,2
7010039,2
7010064,14
7010132,14
7010178,14
7010190,4
7010215,2
